bid_id,category,buyer,quantity,bid_value,award_date,winner_name,winner_price,num_bidders,vendor_name,vendor_rank,vendor_price,status_flag
GEM/2026/B/7513284,"ST Poles 16 Mtr long 410 SP80,ACSR Panther Conductor,GI Channel flat Angle,66 KV Disc insulator 120",Power Development Department Jammu and Kashmir,3745,3323320.00,23-05-2026 09:00:00,M/S T&D CONSTRUCTION AND TRADING CO.( MSE Social Category:General ),3323320.00,5,SUPER POWER ENTERPRISES,Disqualified,2339500.00,qualified
GEM/2026/B/7513284,"ST Poles 16 Mtr long 410 SP80,ACSR Panther Conductor,GI Channel flat Angle,66 KV Disc insulator 120",Power Development Department Jammu and Kashmir,3745,3323320.00,23-05-2026 09:00:00,M/S T&D CONSTRUCTION AND TRADING CO.( MSE Social Category:General ),3323320.00,5,M/S T&D CONSTRUCTION AND TRADING CO.( MSE Social Category:General ),L1,3323320.00,winner
GEM/2026/B/7513284,"ST Poles 16 Mtr long 410 SP80,ACSR Panther Conductor,GI Channel flat Angle,66 KV Disc insulator 120",Power Development Department Jammu and Kashmir,3745,3323320.00,23-05-2026 09:00:00,M/S T&D CONSTRUCTION AND TRADING CO.( MSE Social Category:General ),3323320.00,5,KONARK ENGINEERS & TRADERS,L2,4071000.00,participated
GEM/2026/B/7513284,"ST Poles 16 Mtr long 410 SP80,ACSR Panther Conductor,GI Channel flat Angle,66 KV Disc insulator 120",Power Development Department Jammu and Kashmir,3745,3323320.00,23-05-2026 09:00:00,M/S T&D CONSTRUCTION AND TRADING CO.( MSE Social Category:General ),3323320.00,5,KULBUSHAN KUMAR( MSE Social Category:General ),L3,4169280.00,participated
GEM/2026/B/7513284,"ST Poles 16 Mtr long 410 SP80,ACSR Panther Conductor,GI Channel flat Angle,66 KV Disc insulator 120",Power Development Department Jammu and Kashmir,3745,3323320.00,23-05-2026 09:00:00,M/S T&D CONSTRUCTION AND TRADING CO.( MSE Social Category:General ),3323320.00,5,MADHAV ENTERPRISES,L4,4231000.00,participated
GEM/2026/B/7520384,"PVC Floor Mat Roll,Chiller,Switch Board,Electric Wire 16 mm 270mtr,Dyna Sheet tin sheet","Ministry of Defence, Department of Military Affairs",7,,,,,,,,,no_data
GEM/2026/B/7518797,Facility Management Services - LumpSum Based - Commercial; Installation of IT Equipments; Consumabl,Health and Family Welfare Department Kerala,1,153500.00,23-05-2026 09:00:00,EXTREME I T SOLUTIONS( MSE Social Category:General ),153500.00,3,EXTREME I T SOLUTIONS( MSE Social Category:General ),L1,153500.00,winner
GEM/2026/B/7518797,Facility Management Services - LumpSum Based - Commercial; Installation of IT Equipments; Consumabl,Health and Family Welfare Department Kerala,1,153500.00,23-05-2026 09:00:00,EXTREME I T SOLUTIONS( MSE Social Category:General ),153500.00,3,ELITE TECHNOLOGIES,L2,160000.00,participated
GEM/2026/B/7518797,Facility Management Services - LumpSum Based - Commercial; Installation of IT Equipments; Consumabl,Health and Family Welfare Department Kerala,1,153500.00,23-05-2026 09:00:00,EXTREME I T SOLUTIONS( MSE Social Category:General ),153500.00,3,Smart Technologies,L3,170500.00,participated
GEM/2026/B/7532604,,Department of Panchayati Raj,1,399500.00,22-05-2026 21:00:00,DIVYA WATER PLAZA( MSE Social Category:General ),399500.00,3,DIVYA WATER PLAZA( MSE Social Category:General ),L1,399500.00,winner
GEM/2026/B/7532604,,Department of Panchayati Raj,1,399500.00,22-05-2026 21:00:00,DIVYA WATER PLAZA( MSE Social Category:General ),399500.00,3,Ananya Enterprises,L2,439450.00,participated
GEM/2026/B/7532604,,Department of Panchayati Raj,1,399500.00,22-05-2026 21:00:00,DIVYA WATER PLAZA( MSE Social Category:General ),399500.00,3,M/S SHARDA ENTERPRISES( MSE Social Category:General ),L3,483395.00,participated
GEM/2026/B/7532603,Procurement of Refrigerator 180 ltr,"Ministry of Defence, Department of Defence",1,,,,,,,,,no_data
GEM/2026/B/7532581,RO Plant with Genset and Trolley,Department of Panchayati Raj,1,,,,,,,,,no_data
GEM/2026/B/7527679,Facility Management Services - LumpSum Based - WATER TANKER REPAIR; WATER TANKER REPAIR; Consumable,Rural Development Department Uttar Pradesh,1,959800.00,22-05-2026 21:00:00,SHIKHAR ENTERPRISES,959800.00,3,SHIKHAR ENTERPRISES,L1,959800.00,winner
GEM/2026/B/7527679,Facility Management Services - LumpSum Based - WATER TANKER REPAIR; WATER TANKER REPAIR; Consumable,Rural Development Department Uttar Pradesh,1,959800.00,22-05-2026 21:00:00,SHIKHAR ENTERPRISES,959800.00,3,OMG ENGINEERING,L2,959900.00,participated
GEM/2026/B/7527679,Facility Management Services - LumpSum Based - WATER TANKER REPAIR; WATER TANKER REPAIR; Consumable,Rural Development Department Uttar Pradesh,1,959800.00,22-05-2026 21:00:00,SHIKHAR ENTERPRISES,959800.00,3,TRIPATI ENTERPRISES,L3,960000.00,participated
GEM/2026/B/7527596,High Mast Lighting Octagonal Tower for Small area with LED Flood Lighting System (V2),Rural Development Department Uttar Pradesh,1,549800.00,22-05-2026 21:00:00,M/S SHREE ENTERPRISES,549800.00,3,M/S SHREE ENTERPRISES,L1,549800.00,winner
GEM/2026/B/7527596,High Mast Lighting Octagonal Tower for Small area with LED Flood Lighting System (V2),Rural Development Department Uttar Pradesh,1,549800.00,22-05-2026 21:00:00,M/S SHREE ENTERPRISES,549800.00,3,OMG ENGINEERING,L2,549900.00,participated
GEM/2026/B/7527596,High Mast Lighting Octagonal Tower for Small area with LED Flood Lighting System (V2),Rural Development Department Uttar Pradesh,1,549800.00,22-05-2026 21:00:00,M/S SHREE ENTERPRISES,549800.00,3,TRIPATI ENTERPRISES,L3,550000.00,participated
