bid_id,category,buyer,quantity,bid_value,award_date,winner_name,winner_price,num_bidders,vendor_name,vendor_rank,vendor_price,status_flag
GEM/2026/B/7533654,"fuel filter,assy cable comp,field coil assy,solenoid switch,hand valve,booster rep kit,hp hose,spee","Ministry of Defence, Department of Military Affairs",21,,,,,,,,,no_data
GEM/2026/B/7534743,"3120 004922,48870m70a22,2530 017915,2520 70 0468324,4820 72 0000063,4710 72 0531157,4320 004124,336","Ministry of Defence, Department of Military Affairs",25,86063.30,23-05-2026 14:00:00,ASHOKA ENGINEERING WORKS( MSE Social Category:General ),86063.30,3,ASHOKA ENGINEERING WORKS( MSE Social Category:General ),L1,86063.30,winner
GEM/2026/B/7534743,"3120 004922,48870m70a22,2530 017915,2520 70 0468324,4820 72 0000063,4710 72 0531157,4320 004124,336","Ministry of Defence, Department of Military Affairs",25,86063.30,23-05-2026 14:00:00,ASHOKA ENGINEERING WORKS( MSE Social Category:General ),86063.30,3,Raj Motor store( MSE Social Category:General ),L2,89281.15,participated
GEM/2026/B/7534743,"3120 004922,48870m70a22,2530 017915,2520 70 0468324,4820 72 0000063,4710 72 0531157,4320 004124,336","Ministry of Defence, Department of Military Affairs",25,86063.30,23-05-2026 14:00:00,ASHOKA ENGINEERING WORKS( MSE Social Category:General ),86063.30,3,BLUE THROAT LIMITED( MSE Social Category:OBC ),L3,99300.00,participated
GEM/2026/B/7535122,,"Ministry of Defence, Department of Military Affairs",1,49950.00,23-05-2026 14:00:00,Shiva Sales Corporation,49950.00,3,Shiva Sales Corporation,L1,49950.00,winner
GEM/2026/B/7535122,,"Ministry of Defence, Department of Military Affairs",1,49950.00,23-05-2026 14:00:00,Shiva Sales Corporation,49950.00,3,SS PROFESSIONAL SERVICES LLP,L2,74890.00,participated
GEM/2026/B/7535122,,"Ministry of Defence, Department of Military Affairs",1,49950.00,23-05-2026 14:00:00,Shiva Sales Corporation,49950.00,3,M/S M.P.TRADERS,L3,75650.00,participated
GEM/2026/B/7527668,High mast pole for national flags (V2),Rural Development Department Uttar Pradesh,1,994800.00,23-05-2026 13:00:00,M/S SHREE ENTERPRISES,994800.00,3,M/S SHREE ENTERPRISES,L1,994800.00,winner
GEM/2026/B/7527668,High mast pole for national flags (V2),Rural Development Department Uttar Pradesh,1,994800.00,23-05-2026 13:00:00,M/S SHREE ENTERPRISES,994800.00,3,OMG ENGINEERING,L2,994900.00,participated
GEM/2026/B/7527668,High mast pole for national flags (V2),Rural Development Department Uttar Pradesh,1,994800.00,23-05-2026 13:00:00,M/S SHREE ENTERPRISES,994800.00,3,TRIPATI ENTERPRISES,L3,995000.00,participated
GEM/2026/B/7527629,High Mast Lighting Octagonal Tower for Small area with LED Flood Lighting System (V2),Rural Development Department Uttar Pradesh,1,449800.00,23-05-2026 13:00:00,M/S SHREE ENTERPRISES,449800.00,3,M/S SHREE ENTERPRISES,L1,449800.00,winner
GEM/2026/B/7527629,High Mast Lighting Octagonal Tower for Small area with LED Flood Lighting System (V2),Rural Development Department Uttar Pradesh,1,449800.00,23-05-2026 13:00:00,M/S SHREE ENTERPRISES,449800.00,3,OMG ENGINEERING,L2,449900.00,participated
GEM/2026/B/7527629,High Mast Lighting Octagonal Tower for Small area with LED Flood Lighting System (V2),Rural Development Department Uttar Pradesh,1,449800.00,23-05-2026 13:00:00,M/S SHREE ENTERPRISES,449800.00,3,TRIPATI ENTERPRISES,L3,450000.00,participated
GEM/2026/B/7534105,Handling and Transport on Lumpsum Basis - Safe Loading Carriage and unloading,Energy Department Uttar Pradesh,1,,,,,,,,,no_data
GEM/2026/B/7524189,"CLUTCH PLATE,BRAKE CYLINDER,BEARING ROLLER CYLINDRICAL,DRIVEN PLATE FOR CLUTCH,CONNECTING HEAD,RELE","Ministry of Defence, Department of Military Affairs",13,112868.18,23-05-2026 12:00:00,SAMRIDDHI ENTERPRISES( MSE Social Category:General ),112868.18,3,SAMRIDDHI ENTERPRISES( MSE Social Category:General ),L1,112868.18,winner
GEM/2026/B/7524189,"CLUTCH PLATE,BRAKE CYLINDER,BEARING ROLLER CYLINDRICAL,DRIVEN PLATE FOR CLUTCH,CONNECTING HEAD,RELE","Ministry of Defence, Department of Military Affairs",13,112868.18,23-05-2026 12:00:00,SAMRIDDHI ENTERPRISES( MSE Social Category:General ),112868.18,3,NAINA ENTERPRISES( MSE Social Category:General ),L2,113250.00,participated
GEM/2026/B/7524189,"CLUTCH PLATE,BRAKE CYLINDER,BEARING ROLLER CYLINDRICAL,DRIVEN PLATE FOR CLUTCH,CONNECTING HEAD,RELE","Ministry of Defence, Department of Military Affairs",13,112868.18,23-05-2026 12:00:00,SAMRIDDHI ENTERPRISES( MSE Social Category:General ),112868.18,3,KAVYA TRADERS( MSE Social Category:General ),L3,114450.00,participated
GEM/2026/B/7497767,"Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High","Ministry of Defence, Department of Military Affairs",21318,1375011.00,23-05-2026 12:00:00,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED,1375011.00,11,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED,L1,1375011.00,winner
GEM/2026/B/7497767,"Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High","Ministry of Defence, Department of Military Affairs",21318,1375011.00,23-05-2026 12:00:00,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED,1375011.00,11,MOHINDER ROAD LINES,L2,1384604.10,participated
GEM/2026/B/7497767,"Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High","Ministry of Defence, Department of Military Affairs",21318,1375011.00,23-05-2026 12:00:00,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED,1375011.00,11,THE DESERT STORM,L3,1387801.80,participated
GEM/2026/B/7497767,"Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High","Ministry of Defence, Department of Military Affairs",21318,1375011.00,23-05-2026 12:00:00,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED,1375011.00,11,ASMA ENTERPRISES,Disqualified,,disqualified
GEM/2026/B/7497767,"Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High","Ministry of Defence, Department of Military Affairs",21318,1375011.00,23-05-2026 12:00:00,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED,1375011.00,11,Jaisalmer bombay transport company,Disqualified,,disqualified
GEM/2026/B/7497767,"Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High","Ministry of Defence, Department of Military Affairs",21318,1375011.00,23-05-2026 12:00:00,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED,1375011.00,11,MILAN TRANSPORT CO.,Disqualified,,disqualified
GEM/2026/B/7497767,"Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High","Ministry of Defence, Department of Military Affairs",21318,1375011.00,23-05-2026 12:00:00,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED,1375011.00,11,NIRVANA TOURS AND LOGISTICS LLP,Disqualified,,disqualified
GEM/2026/B/7497767,"Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High","Ministry of Defence, Department of Military Affairs",21318,1375011.00,23-05-2026 12:00:00,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED,1375011.00,11,PREM PRAKASH ARORA,Disqualified,,disqualified
GEM/2026/B/7497767,"Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High","Ministry of Defence, Department of Military Affairs",21318,1375011.00,23-05-2026 12:00:00,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED,1375011.00,11,SHREE VIJAY TRAVELS,Disqualified,,disqualified
GEM/2026/B/7497767,"Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High","Ministry of Defence, Department of Military Affairs",21318,1375011.00,23-05-2026 12:00:00,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED,1375011.00,11,SUBHASHIS CHATTERJEE,Disqualified,,disqualified
GEM/2026/B/7497767,"Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High","Ministry of Defence, Department of Military Affairs",21318,1375011.00,23-05-2026 12:00:00,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED,1375011.00,11,YADAV TRANSPORT,Disqualified,,disqualified
GEM/2026/B/7562361,"Catering Service per Packet based - Veg; Breakfast, Lunch, Snacks/High, Tea, Dinner; Buffet(Breakfa","Ministry of Defence, Department of Defence",606,,,,,,,,,no_data
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,SHAMMI MITTAL,L1,277267.82,winner
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,A S S SECURITY GROUP,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ABSF MANAGEMENT INDIA PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ADITHI GLOBAL CARE PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,AEROTEK SERVICES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ALBERTO TECHNOLOGIES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ALLIANCE OUTSOURCING PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,AMPUG Solutions,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ANANYA SERVICES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ANJANIPUTAR MANPOWER SERVICES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ARIHANT OUTSOURCING SOLUTIONS,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ARYAN BIZZ PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ASHFORD STAFFING (OPC) PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ASIAN HAWKS MANPOWER SERVICES PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ATIREKA SHRAMIKA PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,AWADH SECURITY SERVICES PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,axis sales corp.,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,B D MOBEL PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,B.P. CONSTRUCTION,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,BALAJI ENTERPRISES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,BD SECURITY,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,BEENA SECURITY SERVICE,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,BEST INDIA SOLUTION,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,BHAGWATI MANPOWER SERVICES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,BHANU UDAY SECURITY SERVICES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,BHARAT KRISHI PASHUPALAN KENDRA,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,BRIGHT ENTERPRISES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,CAPTAIN SUNLIGHT SECURITY AGENCY PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,CHANDRA HOSPITALITY SERVICE,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,CITY HAWKS MANPOWER SERVICES AND CONSULTANCY PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,COMPASS VISION SERVICES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,COMPASVISION INFOTECH (OPC) PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,COUNTRYWIDE TECHNOLOGIES PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,DRIVYA SECURITY AND INTEGRATED SERVICES PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,DRONE SECURITY AGENCY,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ECO ANN ORGANIC PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,EJEE COMPLETE OFFICE SOLUTIONS PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,EMPVIN CONSULTANCY PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,EVOLUTION STAFFING LLP,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,EVORV PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,G.K.ENTERPRISE,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,GEONOVATECH INFRA AND SERVICES PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,GILL ENTERPRISES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,Global Infra Solution,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,GOLDEN TRIANGLE SECURITY SERVICE PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,Growing Manpower Service,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,GUNJAN GLOBAL INFRAVENTURE,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,GUPTA ENTERPRISES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,GURU NANAK SECURITY,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,HELIS CONSULTING PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,Helis Technologies,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,INSF INDIA PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,INTELLISMART ENERGY SOLUTIONS,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,IRON WOLF SECURITY LLP,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,ISHITA SECURITY AND MANPOWER SERVICE PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,J B SECURITY SERVICE,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,J B TRADING CO,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,J K ENTERPRISES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,J N ENTERPRISES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,J SHARP PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,J.S Enterprises,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,JAGADVYAPI FACILITIES PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,JAI BHOLENATH SERVICES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,JAI DURGA SHAKTI SERVICES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,JAI JAWALAJI SECURITY AND MANPOWER SERVICES PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,JAIN CORPORATION,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,JIVANSH HANS PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,JKM TOTAL SECURITY (OPC) PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,JSR ENTERPRISES,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,K P N SAI INFRA PRIVATE LIMITED,Disqualified,,disqualified
GEM/2026/B/7534511,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,"Ministry of Finance, Department of Revenue",1,277267.82,23-05-2026 12:00:00,SHAMMI MITTAL,277267.82,186,Kanishk Enterprises,Disqualified,,disqualified
